0   0    -1058869229.0
0   1    -218149114.0
0   2    -677573569.0
0   3    126805858.0
0   4    -1225206065.0
0   5    182356628.0
0   6    408682527.0
0   7    1074528183.0
0   8    -742299589.0
0   9    66433440.0
0   10    2030461809.428394
0   11    1873676886.639276
0   12    1288868130.034106
0   13    1026434255.664534
0   14    1787428997.75399
0   15    391672465.067899
0   16    1601131228.481865
0   17    222741849.568978
0   18    1518709169.087502
0   19    755076166.632936
0   20    1370956869.51476
0   21    1954980085.807785
0   22    627455719.802724
0   23    570202147.496059
0   24    813184718.17775
1   0    0.0
1   1    -101813.45513999835
1   2    25698.693245999515
1   3    -375927.4846909996
1   4    -318616.12671800004
1   5    -796443.8843750001
1   6    -983066.7313709995
1   7    -1797457.8124690019
1   8    4093641.509454999
1   9    -1756375.7566129994
1   10    -1115781.518158001
1   11    -808662.054107
1   12    -475248.30975400005
1   13    -361022.7038350003
1   14    -242633.6175200001
1   15    -163068.22860100004
1   16    -109594.46010699961
1   17    -73656.01889500022
1   18    -49502.605569999665
1   19    -33269.62882700004
1   20    -22359.798673000187
1   21    -15027.538120999932
1   22    -10099.684220001101
1   23    -6787.779961999506
1   24    71718898.538423
2   0    0.0
2   1    -211771.98669200018
2   2    53453.281954001635
2   3    -781929.1681570001
2   4    -662721.543573
2   5    -1656603.2794979997
2   6    -2044778.801251999
2   7    -3738712.249935001
2   8    8514774.339665
2   9    -3653261.573756
2   10    -2320825.557769
2   11    -1682017.0725420006
2   12    -988516.4842889998
2   13    -750927.2239779998
2   14    -504677.92444100045
2   15    -339181.9154909998
2   16    -227956.4770229999
2   17    -153204.51930299983
2   18    -102965.41958600003
2   19    -69200.82795999944
2   20    -46508.38124000095
2   21    -31257.279293000698
2   22    -21007.3431780003
2   23    -14118.582319000736
2   24    1124650863.401224
3   0    0.0
3   1    -338672.27717999974
3   2    85484.13321600016
3   3    -1250485.1850760002
3   4    -1059844.6839150004
3   5    -2649290.9369820002
3   6    -3270073.175233
3   7    -5979063.667394999
3   8    13617089.117049001
3   9    -5842408.3168
3   10    -3711535.6420010002
3   11    -2689933.45678
3   12    -1580865.9775659996
3   13    -1200905.9220369998
3   14    -807096.4653190002
3   15    -542430.1556199975
3   16    -364555.01209900156
3   17    -245009.38125499897
3   18    -164665.46716899984
3   19    -110668.0933299996
3   20    -74377.63430599961
3   21    -49987.60280700028
3   22    -33595.58958999999
3   23    -22578.87126299995
3   24    1594994871.195959
4   0    0.0
4   1    -492666.3498419998
4   2    124353.71513599996
4   3    -1819080.0167999999
4   4    -1541755.3989709998
4   5    -3853921.8694249997
4   6    -4756973.403232001
4   7    -8697740.178248
4   8    19808771.023798
4   9    -8498947.725186002
4   10    -5399168.577593999
4   11    -3913044.517561
4   12    -2299684.749049
4   13    -1746957.09386
4   14    -1174082.7234199997
4   15    -789072.8081989996
4   16    -530317.9481449984
4   17    -356414.99370699935
4   18    -239538.75212600082
4   19    -160988.80616600066
4   20    -108197.09811699949
4   21    -72716.93454700056
4   22    -48871.483169000014
4   23    -32845.46990799997
4   24    1112043616.38335
5   0    0.0
5   1    -686073.7304909998
5   2    173171.5942669995
5   3    -2533201.2498689997
5   4    -2147006.545943
5   5    -5366866.551422
5   6    -6624431.50349
5   7    -12112235.903361002
5   8    27585154.612450004
5   9    -11835402.951589
5   10    -7518734.999392999
5   11    -5449199.139746001
5   12    -3202478.3004570003
5   13    -2432764.8331930004
