0 0 520932930.000000
0 1 28925691.000000
0 2 822784415.000000
0 3 890459872.000000
0 4 145532761.000000
0 5 2132723841.000000
0 6 1040043610.000000
0 7 1643550337.000000
0 8 68362598.000000
0 9 66433441.000000
1 0 1.000000
1 1 1.914749
1 2 3.731297
1 3 5.413985
1 4 6.564738
1 5 7.006700
1 6 6.679201
1 7 5.620621
1 8 3.958946
1 9 763654014.000000
2 0 1.000000
2 1 -1.243766
2 2 -4.129016
2 3 -6.720260
2 4 -8.482834
2 5 -9.160549
2 6 -8.658457
2 7 -7.038959
2 8 -4.495263
2 9 1809249219.000000
3 0 1.000000
3 1 2.520098
3 2 5.235545
3 3 7.738794
3 4 9.444828
3 5 10.103944
3 6 9.615023
3 7 8.045658
3 8 5.577465
3 9 2116969294.000000
4 0 1.000000
4 1 -0.560331
4 2 -2.424648
4 3 -4.093389
4 4 -5.220687
4 5 -5.660183
4 6 -5.333765
4 7 -4.297676
4 8 -2.663111
4 9 57271926.000000
5 0 1.000000
5 1 1.250254
5 2 2.072224
5 3 2.859213
5 4 3.389643
5 5 3.602179
5 6 3.443418
5 7 2.954201
5 8 2.176026
5 9 792526220.000000
6 0 1.000000
6 1 0.558296
6 2 0.360446
6 3 0.204574
6 4 0.110774
6 5 0.066437
6 6 0.100345
6 7 0.186619
6 8 0.332053
6 9 1462087311.000000
7 0 1.000000
7 1 0.632697
7 2 0.536470
7 3 0.487099
7 4 0.449441
7 5 0.441778
7 6 0.446433
7 7 0.479597
7 8 0.523932
7 9 1797288065.000000
8 0 1.000000
8 1 0.719576
8 2 0.758826
8 3 0.823095
8 4 0.873974
8 5 0.890178
8 6 0.878550
8 7 0.831336
8 8 0.761368
8 9 675891343.000000
9 0 1664792818.000000
9 1 608455363.000000
9 2 2139642574.000000
9 3 1359072203.000000
9 4 1290446329.000000
9 5 1094100450.000000
9 6 1791277536.000000
9 7 428300259.000000
9 8 77268269.000000
9 9 1567674295.000000
