0 0 1579802159.000000
0 1 247074805.000000
0 2 1500357984.000000
0 3 763654014.000000
0 4 1370738826.000000
0 5 1950367213.000000
0 6 631361083.000000
0 7 569022154.000000
0 8 810662187.000000
0 9 1.000000
0 10 -27631715.428394
0 11 33029893.360724
0 12 -18997204.034106
0 13 1735140.335466
0 14 2185812.246010
0 15 8479322.932101
0 16 -21329069.481865
0 17 24332955.431022
0 18 -18351185.087502
0 19 8577847.367064
0 20 -218043.514760
0 21 -4612872.807785
0 22 3905363.197276
0 23 -1179993.496059
0 24 -2522531.177750
1 0 1.000000
1 1 -1024355.779316
1 2 1294759.380194
1 3 -919119.827510
1 4 414664.836926
1 5 -255801.508222
1 6 508349.390191
1 7 -863870.910423
1 8 978323.009178
1 9 -754968.242928
1 10 335064.159753
1 11 73208.360896
1 12 -337724.831269
1 13 424208.250073
1 14 -359595.099732
1 15 185418.097196
1 16 19123.959546
1 17 -115894.891967
1 18 -30552.216106
1 19 411842.247337
1 20 -842120.279240
1 21 1066089.015919
1 22 -917482.331289
1 23 406495.487962
1 24 -14446972.538423
2 0 1.000000
2 1 1086649.858489
2 2 -1386147.919405
2 3 1019884.009560
2 4 -525251.165084
2 5 377838.342073
2 6 -624189.544875
2 7 937957.035156
2 8 -980807.251728
2 9 686830.146121
2 10 -220203.387159
2 11 -227838.163836
2 12 574294.656655
2 13 -807137.130653
2 14 905628.688550
2 15 -821001.952942
2 16 584609.234209
2 17 -370359.303498
2 18 389279.414852
2 19 -668537.113721
2 20 1004128.129910
2 21 -1125958.113907
2 22 902357.389277
2 23 -384069.273297
2 24 28240967.598776
3 0 1.000000
3 1 -388412.347007
3 2 522642.596930
3 3 -450567.139993
3 4 326649.193439
3 5 -270273.529596
3 6 286576.211619
3 7 -277568.058420
3 8 154114.292768
3 9 51440.069761
3 10 -221441.480751
3 11 331740.627016
3 12 -507811.500993
3 13 852882.887662
3 14 -1255064.928402
3 15 1464245.267862
3 16 -1353710.614615
3 17 1063915.287169
3 18 -839851.730469
3 19 774519.171622
3 20 -747058.932730
3 21 614345.114557
3 22 -377338.525088
3 23 132017.454052
3 24 -27320576.195959
4 0 1.000000
4 1 -173360.978678
4 2 172295.619543
4 3 -27649.138239
4 4 -84703.835608
4 5 3489.940444
4 6 260714.166981
4 7 -573016.122909
4 8 807844.395863
4 9 -875813.683055
4 10 732134.164415
4 11 -490136.888769
4 12 433938.314704
4 13 -758215.597690
4 14 1303739.491386
4 15 -1677565.540439
4 16 1644163.368268
4 17 -1327821.141584
4 18 1021965.961525
4 19 -880866.926125
4 20 826385.515111
4 21 -707885.916688
4 22 475143.346743
4 23 -181583.495957
4 24 26915882.616650
5 0 1.000000
5 1 170215.882193
5 2 -136584.256962
5 3 -33038.443175
5 4 99935.820631
5 5 116753.579382
5 6 -547615.735256
5 7 958921.436275
5 8 -1186807.573869
5 9 1197466.452654
5 10 -1033492.788880
5 11 812175.506583
5 12 -747177.945043
5 13 975496.654013
5 14 -1374389.025867
5 15 1626436.309813
5 16 -1543884.446156
5 17 1239454.226864
5 18 -1007827.379902
5 19 1046068.696972
5 20 -1302060.767690
5 21 1489394.763084
5 22 -1285075.131214
5 23 578629.889143
5 24 -23386697.959636
6 0 1.000000
6 1 104244.170913
6 2 -254300.795869
6 3 380611.823262
6 4 -330320.083080
6 5 33411.047647
6 6 362600.986589
6 7 -639885.046371
6 8 737861.592892
6 9 -764078.492826
6 10 804561.729058
6 11 -876329.547882
6 12 973784.993448
6 13 -1105924.003049
6 14 1242447.710577
6 15 -1328363.536368
6 16 1299904.660222
6 17 -1163655.212039
6 18 1033233.515532
6 19 -1110208.158720
6 20 1464949.688059
6 21 -1836652.678299
6 22 1710323.637544
6 23 -805563.021594
6 24 5366968.972310
7 0 1.000000
7 1 -248345.455270
7 2 398721.568816
7 3 -420691.838846
7 4 295235.667590
7 5 -25022.558249
7 6 -326247.598446
7 7 596827.630175
7 8 -642847.961973
7 9 492552.027255
7 10 -362268.218398
7 11 383546.396704
7 12 -470222.109539
7 13 468323.466969
7 14 -437071.573973
7 15 547407.232217
7 16 -822479.383736
7 17 1035178.783892
7 18 -1023289.230386
7 19 910389.538886
7 20 -969219.193136
7 21 1179175.576287
7 22 -1153374.413948
7 23 562876.145279
7 24 14423053.708006
8 0 1.000000
8 1 281009.967136
8 2 -304523.567394
8 3 116482.503380
8 4 128194.805441
8 5 -352586.509983
8 6 606553.547277
8 7 -837459.680581
8 8 839089.309968
8 9 -501693.563184
8 10 59399.629625
8 11 233409.424389
8 12 -383971.947969
8 13 555263.751485
8 14 -651526.253157
8 15 445361.840068
8 16 83679.896722
8 17 -572509.841079
8 18 696453.205262
8 19 -477144.405534
8 20 248424.332068
8 21 -202813.616451
8 22 236248.158259
8 23 -132404.655705
8 24 -20856234.526638
9 0 1.000000
9 1 -435986.972169
9 2 445080.264829
9 3 -135169.833189
9 4 -208562.745273
9 5 361327.247952
9 6 -171466.166136
9 7 -229042.612393
9 8 538257.757588
9 9 -537223.547231
9 10 474934.812182
9 11 -548073.519395
9 12 797789.443208
9 13 -1036673.312709
9 14 1189006.114320
9 15 -1040007.226199
9 16 628756.171585
9 17 -147790.557764
9 18 -46633.529603
9 19 -44015.106135
9 20 273643.714785
9 21 -381034.483572
9 22 328382.624078
9 23 -134771.264291
9 24 18370507.657309
10 0 1.000000
10 1 576795.011009
10 2 -731982.159614
10 3 590602.350019
10 4 -477917.513093
10 5 516257.714208
10 6 -435306.516062
10 7 133054.262395
10 8 81035.702446
10 9 140504.950478
10 10 -530030.992156
10 11 749444.727669
10 12 -771698.536835
10 13 890469.386287
10 14 -1062790.136868
10 15 1134395.630925
10 16 -941550.744195
10 17 658723.677905
10 18 -450842.434510
10 19 464120.923618
10 20 -564435.990694
10 21 622081.271470
10 22 -493846.086613
10 23 215761.692212
10 24 -16221575.322594
11 0 1.000000
11 1 -416143.752955
11 2 665963.452498
11 3 -834116.299635
11 4 1240347.834336
11 5 -1448509.898049
11 6 -675074.530191
11 7 4757760.694344
11 8 -7231245.320293
11 9 4990238.044794
11 10 -1113469.670409
11 11 -1025648.958588
11 12 813585.965174
11 13 -749434.508438
11 14 804891.656887
11 15 -1042888.140235
11 16 700083.289667
11 17 -559240.377967
11 18 293682.810771
11 19 -516338.177291
11 20 585452.720956
11 21 -711604.744985
11 22 450383.560865
11 23 -220394.989854
11 24 13766054.401840
12 0 1.000000
12 1 182855.729703
12 2 -481295.537825
12 3 847317.612702
12 4 -1474220.796088
12 5 1554421.330607
12 6 2196672.597443
12 7 -8989540.617136
12 8 13007893.808532
12 9 -9260582.282092
12 10 2745554.021330
12 11 1016329.178089
12 12 -883123.214041
12 13 765535.989544
12 14 -647923.041212
12 15 794350.670185
12 16 -119811.691359
12 17 -80849.928442
12 18 396384.627449
12 19 89840.382923
12 20 -311072.803638
12 21 626967.314198
12 22 -360840.964839
12 23 206440.406800
12 24 -15248718.671171
13 0 1.000000
13 1 -205305.533341
13 2 620446.139578
13 3 -1060471.823819
13 4 1450163.996366
13 5 -1272866.285027
13 6 -1361922.057253
13 7 5837063.280691
13 8 -8499867.530060
13 9 6225958.703161
13 10 -2094365.180006
13 11 -400971.588925
13 12 434365.343216
13 13 -383161.168969
13 14 264954.161144
13 15 -237461.063079
13 16 -380399.359530
13 17 691268.003929
13 18 -892194.426869
13 19 362743.666814
13 20 105885.388599
