0 0 520932930.000000
0 1 28925691.000000
0 2 822784415.000000
0 3 890459872.000000
0 4 145532761.000000
0 5 2132723841.000000
0 6 1040043610.000000
0 7 1643550337.000000
0 8 68362598.000000
0 9 66433441.000000
0 10 2002830094.000000
0 11 1906706780.000000
0 12 1269870926.000000
0 13 1028169396.000000
0 14 1789614810.000000
0 15 400151788.000000
0 16 1579802159.000000
0 17 247074805.000000
0 18 1500357984.000000
0 19 763654014.000000
0 20 1370738826.000000
0 21 1950367213.000000
0 22 631361083.000000
0 23 569022154.000000
0 24 810662187.000000
1 0 1.000000
1 1 -69110666.181877
1 2 82311453.608066
1 3 -45511128.314517
1 4 -1398072.269494
1 5 11685993.648666
1 6 19019923.612694
1 7 -55369250.916586
1 8 61359437.348536
1 9 -46176475.785273
1 10 23324060.823750
1 11 -4876269.848668
1 12 -7387012.441706
1 13 2524037.721265
1 14 4662443.240811
1 15 -11808187.989398
1 16 19580705.843127
1 17 -30180558.859700
1 18 17713769.555384
1 19 13443759.280306
1 20 -44230469.564039
1 21 57777678.440651
1 22 -56299598.980365
1 23 27653921.467712
1 24 57271926.000000
2 0 1.000000
2 1 60984808.663623
2 2 -69040945.865198
2 3 36508705.014571
2 4 -1192537.983788
2 5 -3808147.392067
2 6 -20518339.540111
2 7 43609076.638090
2 8 -41852094.401458
2 9 23323650.286322
2 10 -879156.101715
2 11 -19615266.438003
2 12 34571639.596963
2 13 -38609510.883260
2 14 38370610.300711
2 15 -33824164.447182
2 16 19241642.482110
2 17 83422.383408
2 18 -680859.616394
2 19 -19974369.673687
2 20 42940866.121314
2 21 -52234557.032274
2 22 46107639.473738
2 23 -21429047.102425
2 24 1152891831.000000
3 0 1.000000
3 1 -8822371.435986
3 2 7900922.903728
3 3 -7760579.344017
3 4 10370128.818577
3 5 -10805346.768398
3 6 11667704.913027
3 7 -11197058.576531
3 8 4661056.933412
3 9 7039046.466841
3 10 -11969641.591848
3 11 10616459.991128
3 12 -12576294.272118
3 13 29625524.790490
3 14 -52538209.110419
3 15 65443269.434456
3 16 -57640410.460884
3 17 40691279.109380
3 18 -26417658.255988
3 19 21937075.306425
3 20 -18465100.327341
3 21 7198889.006368
3 22 8388859.910556
3 23 -8393795.804992
3 24 1567674295.000000
4 0 1.000000
4 1 -17631264.821590
4 2 24414533.393378
4 3 -6769998.626829
4 4 -13241797.657136
4 5 7990421.533667
4 6 10205846.191348
4 7 -19238479.027686
4 8 23568272.390057
4 9 -29993204.301564
4 10 22384324.998613
4 11 4618583.026756
4 12 -23085985.485575
4 13 5364061.066615
4 14 33391420.293890
4 15 -57359597.673022
4 16 53656505.464442
4 17 -38680549.611297
4 18 27318158.263409
4 19 -22777074.476491
4 20 18092681.801780
4 21 -4970743.588285
4 22 -11072488.801987
4 23 10058766.059837
4 24 1138959499.000000
5 0 1.000000
5 1 7980248.768008
5 2 -16411886.486880
5 3 4428639.838942
5 4 10024278.629012
5 5 3548899.575004
5 6 -32365272.273747
5 7 45952353.304064
5 8 -48165110.160357
5 9 52909811.591061
5 10 -49848975.979848
5 11 27178576.031979
5 12 -7746911.050760
5 13 17117432.396504
5 14 -45629446.865434
5 15 59424092.973290
5 16 -46989072.722236
5 17 24850175.558260
5 18 -15851223.013538
5 19 24854148.170310
5 20 -44716856.783013
5 21 62006712.173074
5 22 -60903319.841548
5 23 29516000.362387
5 24 1468947841.000000
6 0 1.000000
6 1 7449876.708851
6 2 -9966582.970386
6 3 17358763.985009
6 4 -19865386.936269
6 5 3494866.242212
6 6 20523346.021668
6 7 -29227040.897431
6 8 25243221.071450
6 9 -24142963.908319
6 10 31968652.608855
6 11 -39958552.027457
6 12 46523298.600421
6 13 -50548958.158408
6 14 53763528.549110
6 15 -52861944.931415
6 16 46590350.565798
6 17 -32759658.782600
6 18 22228566.991997
6 19 -25051069.583603
6 20 49233319.776324
6 21 -85981870.724176
6 22 101167633.657946
6 23 -53868692.136142
6 24 2014880138.000000
7 0 1.000000
7 1 -10242362.824917
7 2 19627972.380221
7 3 -25779498.360214
7 4 24352385.538289
7 5 -15123774.283245
7 6 2251905.047313
7 7 4540930.858218
7 8 -939638.583126
7 9 -10371385.597658
7 10 11733368.454865
7 11 4981332.026518
7 12 -27014799.392362
7 13 26312060.242558
7 14 -9814991.061679
7 15 6604385.806830
7 16 -28490205.902792
7 17 46092920.030119
7 18 -40478973.677814
7 19 19693700.232418
7 20 -13498734.140237
7 21 33247244.822295
7 22 -54186366.488119
7 23 32784725.330161
7 24 255431213.000000
8 0 1.000000
8 1 9576023.219515
8 2 -8803616.222045
8 3 -990563.625734
8 4 8257133.596429
8 5 -7465890.383892
8 6 12260265.545836
8 7 -27749171.879521
8 8 36752440.540037
8 9 -18517653.480423
8 10 -9959533.584780
8 11 20693678.357383
8 12 -13920422.328501
8 13 23042483.130449
8 14 -43385310.834183
8 15 38628638.600871
8 16 3196820.759591
8 17 -39061007.212246
8 18 39864365.863692
8 19 -12523342.456844
8 20 -11137124.317935
8 21 13055369.621631
8 22 1352368.408789
8 23 -5329729.380658
8 24 521930835.000000
9 0 1.000000
9 1 -19612573.028768
9 2 14741545.150690
9 3 13853865.100339
9 4 -36823142.605980
9 5 34078470.037128
9 6 -27185714.006947
9 7 35710952.715755
9 8 -45797896.998968
9 9 30301969.868586
9 10 1152873.519332
9 11 -22631020.014947
9 12 26543407.623379
9 13 -37949633.495965
9 14 53335205.556902
9 15 -48003965.376440
9 16 17596045.651641
9 17 4329235.169054
9 18 -8241787.986485
9 19 1300658.765001
9 20 7415826.602194
9 21 -14720006.049221
9 22 11736428.090144
9 23 -4327135.629268
9 24 1530067223.000000
10 0 1.000000
10 1 32075026.669000
10 2 -36773238.666578
10 3 15353607.788111
10 4 1720068.975167
10 5 5654555.945199
10 6 -19818281.814083
10 7 24459422.266024
10 8 -23226643.264684
10 9 25565430.971378
10 10 -26137580.776206
10 11 21175403.853900
10 12 -12395601.782297
10 13 15520679.446223
10 14 -29303267.940310
10 15 39428183.789388
10 16 -35352406.753530
10 17 28505176.201006
10 18 -20607605.748112
10 19 14153495.318746
10 20 -13699994.739918
10 21 20258110.537017
10 22 -19772535.348603
10 23 9214983.946350
10 24 762350952.000000
11 0 1.000000
11 1 -26323170.889813
11 2 40159839.959993
11 3 -46777754.312889
11 4 57094742.353939
11 5 -71021912.043482
11 6 78323433.375331
11 7 -77701274.175152
11 8 69993530.275074
11 9 -56360122.250042
11 10 40254513.059722
11 11 -27630122.477930
11 12 13942881.050111
11 13 -7107330.553426
11 14 17872076.133595
11 15 -36591477.181316
11 16 34690050.191692
11 17 -16455849.622380
11 18 7852639.171671
11 19 -19316161.397759
11 20 31310689.255890
11 21 -30683965.928160
11 22 19177343.553302
11 23 -6780504.610812
11 24 1138360422.000000
12 0 1.000000
12 1 8012567.706558
12 2 -33409002.246342
12 3 60628738.667309
12 4 -69899099.778512
12 5 63753092.606983
12 6 -57979768.363626
12 7 53986296.764801
12 8 -36554255.781596
12 9 15527104.143213
12 10 -17290313.282249
12 11 38351678.277539
12 12 -42030450.102920
12 13 28979900.779723
12 14 -27575972.382186
12 15 34249267.246463
12 16 -13140727.255933
12 17 -23417062.496019
12 18 29243538.418759
12 19 3623852.130041
12 20 -29077614.997640
12 21 22795940.571356
12 22 -3681184.955491
12 23 -2452585.496053
12 24 1206385314.000000
13 0 1.000000
13 1 -1231031.896550
13 2 35664065.311066
13 3 -66728940.161403
13 4 56972706.197531
13 5 -21349174.276668
13 6 1967654.990823
13 7 -2296115.340677
13 8 -9279050.183317
13 9 27503842.435374
13 10 -14232933.918057
13 11 -23915798.321866
13 12 38327683.405591
13 13 -24961031.892486
13 14 18451265.612169
13 15 -17976768.454552
13 16 -6275759.374068
13 17 42881167.557953
13 18 -50791542.051285
13 19 22378859.970542
13 20 8274782.116250
13 21 -17125485.351343
13 22 10341785.333900
13 23 -2946995.759971
13 24 1938293917.000000
14 0 1.000000
14 1 4172311.222348
14 2 -24613159.159950
14 3 48486501.422964
14 4 -54164574.963952
14 5 36696579.634689
14 6 -15258028.318461
14 7 3332764.513630
14 8 7419553.688825
14 9 -20598140.615748
14 10 20864480.249300
14 11 -13051764.403080
14 12 18544662.795840
14 13 -29569278.597134
14 14 19447053.940881
14 15 -3125643.310830
14 16 11989262.367674
14 17 -36356366.083359
14 18 40685874.539154
14 19 -19898823.147556
14 20 -8052998.782230
14 21 28184757.602411
14 22 -32674189.037638
14 23 16532666.852325
14 24 1373470528.000000
15 0 1.000000
15 1 -2707824.054797
15 2 -75539.045474
15 3 -11397918.384386
15 4 46714015.989865
15 5 -77709811.295936
15 6 71289475.610994
15 7 -35779858.771109
15 8 6494178.621830
15 9 2807462.004027
15 10 -5396727.738113
15 11 22450095.840404
15 12 -54097191.369397
15 13 69115775.657965
15 14 -42343323.274332
15 15 5358254.632096
15 16 1294436.127006
15 17 7186857.942646
15 18 6324646.275498
15 19 -33040357.168518
15 20 45812641.076193
15 21 -41607434.413695
15 22 30549275.217626
15 23 -13108725.787083
15 24 1896073285.000000
16 0 1.000000
16 1 3585665.358262
16 2 -6059978.383453
16 3 14321218.174197
16 4 -42668540.811354
16 5 76021975.362016
16 6 -72764458.126080
16 7 28360284.443242
16 8 13505141.311792
16 9 -19559724.364574
16 10 3244817.500537
16 11 1547272.966383
16 12 18126560.854717
16 13 -32725298.204521
16 14 13289855.940234
16 15 20331693.486096
16 16 -31814107.997467
16 17 33739610.550229
16 18 -54392374.610692
16 19 79077578.478690
16 20 -72774496.835706
16 21 37443515.606097
16 22 -4495312.423778
16 23 -4119886.881119
16 24 1599500155.000000
17 0 1.000000
17 1 -5499461.362273
17 2 29464979.543289
17 3 -44385737.851161
17 4 42269506.864542
17 5 -34575405.825901
17 6 18814401.547315
17 7 7366395.692631
17 8 -32588504.301030
17 9 37213779.553280
17 10 -15647451.211798
17 11 -17923858.835959
17 12 34491048.060286
17 13 -35241216.281090
17 14 41086718.384479
17 15 -54209668.678454
17 16 51831131.324372
17 17 -42440283.693785
17 18 49073451.171082
17 19 -66832818.248821
17 20 60495615.727487
17 21 -23388874.478659
17 22 -13044732.437845
17 23 14145100.265373
17 24 1125991216.000000
18 0 1.000000
18 1 -1371881.776500
18 2 -13651780.268846
18 3 16507654.370028
18 4 2755760.726088
18 5 -23307581.522747
18 6 27579775.515725
18 7 -18266381.237819
18 8 12027954.765010
18 9 -12938771.260441
18 10 6169258.570286
18 11 15347157.389996
18 12 -32524358.205055
18 13 39622839.230750
18 14 -49842278.903962
18 15 59865338.699955
18 16 -48361663.435822
18 17 26867337.670062
18 18 -25813000.165878
18 19 45329575.072576
18 20 -51784700.861188
18 21 30565178.003727
18 22 -2356906.890691
18 23 -5268150.958191
18 24 2110304165.000000
19 0 1.000000
19 1 2253766.478791
19 2 -17700535.210708
19 3 48272154.570515
19 4 -72346501.664709
19 5 68138464.510085
19 6 -38732034.918127
19 7 6287582.414852
19 8 15541701.156461
19 9 -22824693.852851
19 10 20763079.444241
19 11 -7402933.036752
19 12 -11376099.265164
19 13 19055580.420734
19 14 -103034.721249
19 15 -23500612.315598
19 16 30031691.423575
19 17 -27088654.837696
19 18 37271039.063072
19 19 -51132966.898895
19 20 52492478.343142
19 21 -38870275.471952
19 22 22425567.421839
19 23 -7596326.899221
19 24 698663489.000000
20 0 1.000000
20 1 11153303.554206
20 2 13559774.313510
20 3 -62492147.714996
20 4 88360126.178146
20 5 -66134034.271908
20 6 22056655.141040
20 7 3175383.262672
20 8 -15113566.339680
20 9 26011502.650389
20 10 -30047928.308314
20 11 5125805.853928
20 12 29540049.840851
20 13 -50292018.661544
20 14 44045095.168650
20 15 -31210748.990497
20 16 12766184.492445
20 17 8432933.917191
20 18 -30623038.010358
20 19 32285625.456043
20 20 -18483967.840055
20 21 1449098.152104
20 22 3785830.352464
20 23 -2739134.909415
20 24 2145337423.000000
21 0 1.000000
21 1 -20327653.059906
21 2 6982832.936186
21 3 29669023.059416
21 4 -46058992.182698
21 5 24420165.374125
21 6 4800235.036062
21 7 -7484368.331473
21 8 2410752.019061
21 9 -9160279.518917
21 10 21204140.027774
21 11 -11872285.405786
21 12 -8249338.219376
21 13 32102608.647060
21 14 -52794423.307271
21 15 71068998.445128
21 16 -65684926.667700
21 17 45961445.550552
21 18 -28225750.378181
21 19 30673509.752667
21 20 -40512985.410509
21 21 49559076.020198
21 22 -43376056.898155
21 23 20623171.285914
21 24 669123968.000000
22 0 1.000000
22 1 19548988.635973
22 2 -18859090.691878
22 3 8112279.725281
22 4 -8763618.407302
22 5 20904375.416377
22 6 -23390100.604023
22 7 12232472.576531
22 8 -3282729.354832
22 9 6925830.048087
22 10 -13987771.602550
22 11 13923565.288328
22 12 -952826.560123
22 13 -23268052.857424
22 14 54523282.743937
22 15 -76170730.077025
22 16 77589456.376888
22 17 -68418969.244939
22 18 69396723.803468
22 19 -77204462.188453
22 20 75163364.844916
22 21 -56427693.912981
22 22 31954299.503007
22 23 -10600796.371831
22 24 788809171.000000
23 0 1.000000
23 1 -13518143.835637
23 2 18837095.607153
23 3 -23663150.781641
23 4 30827365.437845
23 5 -32753816.560316
23 6 21366584.370179
23 7 -11779345.791196
23 8 8838080.560520
23 9 -11950810.889522
23 10 9194940.370161
23 11 -5757980.851875
23 12 -8326449.443647
23 13 25492893.962551
23 14 -44060354.285909
23 15 47056588.276310
23 16 -43486809.224460
23 17 38543568.990964
23 18 -49874491.498343
23 19 61878999.817214
23 20 -59025581.505813
23 21 29192411.815771
23 22 136538.476843
23 23 -7453470.682062
23 24 922806419.000000
24 0 480585499.000000
24 1 514485326.000000
24 2 1185711260.000000
24 3 1748386307.000000
24 4 1109919848.000000
24 5 1379927494.000000
24 6 1765487705.000000
24 7 770307336.000000
24 8 1523972036.000000
24 9 360551283.000000
24 10 1734045194.000000
24 11 597002121.000000
24 12 771048863.000000
24 13 1101914443.000000
24 14 2124555420.000000
24 15 1192345271.000000
24 16 1577059540.000000
24 17 1396517506.000000
24 18 1420945279.000000
24 19 1809149513.000000
24 20 154907118.000000
24 21 773752062.000000
24 22 1437423449.000000
24 23 1732362240.000000
24 24 228881654.000000
